"27,5","20,9","33,8","0,0",0,"32,4","756,2",25785
"21,8","19,3","23,9","67,8",1,"29,4","473,3",24127
"20,4","15,0","27,0","0,0",0,"29,8","417,9",24969
"25,6","22,8","29,8","0,0",0,"28,3","657,2",22501
"21,2","18,5","27,6","7,3",0,"29,5","449,7",23729
"17,2","15,0","20,0","0,0",0,"29,2","295,5",20325
"21,8","17,2","27,8","0,0",0,"32,9","476,7",28399
"20,1","17,8","24,3","0,0",0,"30,2","406,0",22181
"23,9","19,3","31,0","0,0",0,"32,7","572,7",29694
"23,8","20,7","31,0","0,0",1,"28,5","568,0",29626
"16,3","14,9","18,9","0,0",0,"32,6","266,6",18958
"20,8","15,3","27,4","0,0",0,"31,8","431,6",22717
"19,5","16,5","25,2","0,0",1,"30,1","381,1",24569
"16,0","14,9","17,6","2,2",0,"31,4","254,5",15903
"18,0","13,8","24,8","0,0",0,"30,7","322,3",24639
"24,1","20,0","30,8","0,6",0,"28,7","583,1",25716
"26,7","20,0","32,3","0,0",0,"31,5","713,7",33251
"25,0","17,2","29,9","13,8",0,"29,1","624,5",23142
"17,0","12,3","24,1","0,0",1,"30,4","288,1",28280
"22,7","20,2","27,4","0,1",1,"32,4","513,4",32124
"16,5","13,3","21,1","0,0",0,"32,0","272,4",20127
"21,0","18,0","26,5","36,5",0,"31,3","440,6",21161
"20,1","15,2","25,7","0,0",0,"32,3","405,2",21568
"16,5","12,9","21,7","1,0",0,"30,6","272,4",22778
"24,5","21,1","28,6","0,0",0,"32,8","600,3",22242
"19,1","16,9","23,9","7,1",1,"29,9","362,9",29784
"16,5","13,3","22,4","2,0",1,"30,4","271,7",24728
"20,1","15,9","26,7","0,0",1,"32,0","406,0",25747
"22,4","19,2","28,4","8,2",1,"29,3","501,0",29524
"27,7","22,9","34,9","0,0",1,"30,3","767,0",29914
"20,1","16,7","25,0","0,0",0,"29,1","402,0",24365
"25,1","20,2","32,1","3,9",0,"30,8","632,4",28045
"17,3","15,0","21,5","7,1",0,"29,9","300,2",20820
"23,4","18,7","30,6","0,0",0,"30,6","546,8",31016
"19,4","17,6","22,3","0,0",0,"28,5","375,0",20164
"22,3","18,6","28,5","0,0",0,"32,5","497,5",28923
"22,6","19,2","27,4","0,3",1,"29,0","510,7",32663
"17,6","14,7","21,3","0,0",0,"30,3","309,1",20634
"21,8","19,5","25,9","13,1",0,"29,1","474,2",20964
"22,8","18,8","29,7","0,0",0,"28,9","518,7",28823
"16,3","10,8","23,7","0,0",0,"29,2","264,6",18596
"21,5","18,2","25,1","23,7",0,"32,5","461,5",25750
"18,1","14,0","25,3","0,0",0,"30,5","327,3",20682
"16,5","13,0","19,8","0,0",0,"31,0","271,1",20812
"18,4","15,6","22,8","0,2",0,"28,5","337,3",19135
"22,7","19,7","28,4","1,0",0,"30,5","514,3",24427
"15,8","13,8","19,8","0,4",0,"29,2","248,9",20267
"23,5","19,2","27,3","0,0",0,"31,9","551,3",26594
"20,3","17,0","27,7","0,0",0,"28,5","413,1",25501
"22,1","19,9","26,7","0,0",1,"32,1","486,2",27467
"18,9","14,5","24,5","0,0",0,"30,1","357,7",23738
"16,7","14,6","18,3","4,4",0,"28,1","278,2",19452
"21,0","15,3","27,2","0,0",1,"31,9","441,5",29029
"19,4","14,0","25,9","0,0",1,"31,1","375,8",31818
"22,3","20,5","26,4","0,0",0,"28,4","499,3",26308
"19,3","17,7","22,3","1,7",1,"28,6","372,7",25338
"23,3","20,4","31,2","0,0",0,"31,1","543,1",28682
"23,2","18,3","29,2","0,0",1,"28,5","539,4",33694
"24,0","15,6","31,9","0,0",0,"28,3","576,5",29722
"21,7","20,1","26,1","0,0",1,"31,7","470,8",25594
"20,9","18,9","22,1","6,9",0,"28,0","438,2",21255
"24,1","19,2","31,8","42,1",0,"31,3","581,2",26291
"18,3","13,5","23,9","0,1",0,"28,8","336,6",19822
"26,9","21,7","31,8","2,9",0,"32,6","724,2",25939
"17,9","15,1","22,0","0,0",1,"29,0","320,2",27843
"20,0","18,2","23,4","0,0",0,"30,1","400,5",24365
"20,5","17,7","25,2","0,0",0,"30,5","418,7",22168
"20,8","18,9","24,3","0,4",0,"28,6","434,1",24617
"22,4","19,7","27,5","9,3",0,"31,7","502,8",22474
"19,9","16,9","26,4","0,0",0,"31,3","394,2",20396
"18,9","14,4","25,9","0,0",1,"28,2","356,3",24767
"22,1","19,0","27,9","0,0",0,"29,1","490,5",22201
"16,4","13,7","21,0","0,0",0,"32,4","268,5",21389
"18,9","13,7","24,9","0,0",0,"30,8","355,5",25184
"19,8","18,3","22,0","26,7",1,"32,6","392,7",23940
"19,5","15,2","26,7","0,0",0,"31,8","378,8",23520
"23,5","19,1","33,0","0,0",0,"30,2","553,2",29137
"22,0","19,3","27,1","0,0",1,"31,3","481,9",25938
"21,4","19,1","25,1","3,3",0,"30,8","458,9",22286
"27,1","22,6","32,0","0,0",0,"31,7","734,8",25861
"21,1","16,8","27,3","0,0",0,"32,4","446,4",21953
"23,4","19,5","27,9","2,4",0,"31,4","549,5",22464
"15,0","11,8","20,5","0,0",0,"29,7","223,6",21423
"22,7","17,6","30,5","1,6",0,"31,7","515,1",31022
"21,8","18,9","28,7","2,0",0,"30,9","475,0",24859
"21,3","17,3","29,1","0,0",0,"29,1","454,7",26425
"23,7","20,2","27,4","0,0",1,"31,3","560,6",31416
"20,6","17,1","25,8","0,0",0,"30,2","422,7",21185
"18,0","14,3","23,6","0,0",0,"29,5","323,7",22317
"19,0","12,9","24,6","0,0",0,"28,0","360,0",19758
"20,0","13,8","27,5","0,0",0,"32,6","400,5",22158
"16,1","11,4","24,0","0,0",0,"30,1","260,2",19247
"21,8","18,6","26,9","0,0",0,"28,7","476,7",24779
"16,0","14,4","18,5","2,7",0,"32,9","256,4",16941
"22,1","18,6","25,4","18,2",0,"32,3","486,2",25333
"14,4","11,9","17,1","1,0",0,"29,6","208,1",19074
"18,3","16,7","22,4","0,0",0,"31,9","333,7",23731
